0.635173698	0.225729571	0.612865201
0.362503815	0.325553689	0.448498019
0.452342045	0.310625789	0.47037032
0.371725327	0.363650727	0.513722057
0.31666126	0.32983409	0.654410646
0.821324652	0.301584764	0.447830121
0.678303668	0.121675336	0.494904121
0.618783864	0.042471488	0.450460779
0.498408041	0.284976873	0.513618139
0.690380716	0.146296201	0.5849392
0.452473675	0.145883482	0.651356739
0.75581193	0.265452341	0.539020461
0.434756947	0.204307928	0.269987631
0.473033747	0.208989856	0.775824159
0.52355957	0.182677069	0.384984529
0.288613975	0.173932514	0.579957068
0.33939058	0.212327578	0.381729818
0.422896095	0.183149998	0.495693766
0.339965941	0.276325235	0.36848494
0.575913565	0.152244852	0.540811605
0.899752676	0.549850511	0.461177069
0.723436698	0.247905722	0.440312879
0.626108725	0.270534552	0.441774628
0.655781071	0.273822214	0.416028484
0.570198368	0.16334539	0.395134683
0.830977144	0.300831848	0.571761026
0.572665326	0.14278149	0.493698985
0.60379657	0.236770894	0.6490679
0.69727904	0.275812529	0.354296974
0.97532339	0.593454169	0.496687673
0.853359958	0.338175215	0.442163474
0.574457676	0.130704717	0.573729257
0.589824079	0.13196859	0.614182008
0.623849541	0.16117135	0.476530758
0.509801107	0.06941347	0.613641981
0.754768378	0.226302922	0.625166886
0.653991724	0.27505662	0.429959053
0.509552664	0.290819264	0.27445439
0.548608264	0.332630506	0.617276747
0.485576947	0.306360992	0.417610216
0.882828029	0.476235078	0.476504602
0.993335086	0.744988322	0.44306821
0.59153872	0.304376152	0.37572174
0.590115601	0.316807942	0.517325809
0.547193322	0.338123825	0.381639293
0.37003513	0.165070746	0.407587987
0.480657012	0.170554343	0.529938103
0.56346692	0.231643868	0.431094463
0.497719808	0.108991643	0.534108691
0.431639988	0.125812834	0.438649472
0.891044144	0.442295947	0.423931631
0.991488225	0.720938856	0.395138886
0.811967415	0.423279636	0.38610084
0.98108138	0.912182015	0.459728146
0.939371647	0.631518837	0.608678496
0.761967787	0.188104179	0.297776551
0.737060324	0.232540277	0.385210667
0.878644927	0.498133313	0.442092577
0.557576479	0.083998046	0.350921738
0.900109388	0.679818129	0.53211126
0.43655301	0.229589975	0.398733725
0.410010061	0.245182316	0.467906788
0.379714368	0.334440677	0.535890413
0.313769474	0.281178458	0.602781925
0.339070017	0.186415757	0.572965304
0.493094511	0.082676344	0.343829956
0.603710682	0.120530564	0.43033831
0.712770782	0.175516138	0.42586214
0.47598873	0.195275105	0.525782301
0.936947661	0.740264748	0.532095208
0.531049465	0.310301972	0.402981231
0.490271896	0.224106371	0.506433487
0.548119687	0.09767046	0.322033168
0.936990635	0.689703321	0.45462041
0.602124624	0.237491974	0.40815613
0.551696546	0.226768414	0.515045324
0.402752735	0.16951649	0.377510255
